	AB_T0_cell-1	AB_T0_cell-2	AB_T0_cell-3	A_T0_cell-1	A_T0_cell-2	A_T0_cell-3	B_T0_cell-1	B_T0_cell-2	B_T0_cell-3	Cont_T0_cell-1	Cont_T0_cell-2	Cont_T0_cell-3	AB_T24_cell-1	AB_T24_cell-2	AB_T24_cell-3	A_T24_cell-1	A_T24_cell-2	A_T24_cell-3	B_T24_cell-1	B_T24_cell-2	B_T24_cell-3	Cont_T24_cell-1	Cont_T24_cell-2	Cont_T24_cell-3	AB_T48_cell-1	AB_T48_cell-2	AB_T48_cell-3	A_T48_cell-1	A_T48_cell-2	A_T48_cell-3	B_T48_cell-1	B_T48_cell-2	B_T48_cell-3	Cont_T48_cell-1	Cont_T48_cell-2	Cont_T48_cell-3
ATP_label3	0	0	0	0	0	0	0	0	0	0	0	0	88061.0981	84239.84688	83123.47628	14252.78561	9886.015715	7577.945012	15523.94758	17184.92063	15542.25225	0	0	0	15814.11126	15288.60432	15803.21141	7889.377996	11079.81812	7585.135706	27743.41152	41922.00644	31087.25456	14.63240583	0	0
ATP_label4	0	0	0	0	0	0	0	0	0	0	0	0	120180.5178	115514.6585	109039.5738	407193.2501	218668.0257	214305.013	194926.0066	170227.218	239738.7701	324874.331	181930.0999	272937.2783	62640.2626	58867.05163	58228.65943	340621.7054	249769.7485	247926.285	272133.7148	441733.3276	352823.3222	150987.7062	134365.8742	129681.6573
ATP_label5	152970.8349	164424.6243	185796.4768	262974.4452	162077.355	209093.3973	178236.8878	209725.8549	217688.176	277753.1622	191097.7057	273665.9095	3154561.416	2863404.207	2724752.592	14678662.66	8372213.582	7951963.9	7470014.935	6168545.314	8893415.691	12366762.48	7553774.059	10521566.21	2099566.059	1873065.002	1906536.855	11797462.25	8791560.731	8777130.962	8953349.458	13155436.95	10987757.89	5678075.714	4949649.136	4996347.646
ATP_label6	0	0	0	15669.85396	10686.99299	18867.27902	6857.468574	9431.602066	8799.574052	28000.97096	18089.67397	25210.95062	0	0	0	4272347.48	2332148.989	2158226.031	2299695.279	1795916.09	2788642.428	3680349.802	2107057.894	3055750.534	0	0	0	2618629.999	1845538.35	1873424.78	2053473.165	3083401.095	2642285.237	1197654.439	1050786.415	1055869.37
ATP_label7	0	0	0	2694.552746	0	2137.146672	0	0	0	3158.152288	2036.091177	5976.816866	0	0	0	1812518.822	925644.0631	859672.2059	959188.8982	671613.3315	1198824.776	1421380.322	719523.1501	1198530.597	0	0	0	1050509.808	674068.9654	706537.115	818291.6852	1330232.332	1124608.399	347503.9507	313529.2246	319695.0162
ATP_label8	0	0	0	0	0	0	0	0	0	0	0	0	6732.150213	0	0	348923.5778	176686.6404	164518.2217	234305.4092	166747.3709	291795.0567	306226.5634	155705.2209	223872.9456	6709.617068	0	0	199812.0288	147772.5912	149162.0119	226002.5685	358388.7658	298286.5063	93969.97342	86781.54677	87358.33995
ATP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4714.791889	7081.205732	7790.455877	0	600.6437258	735.2893913	0	0	0	0	1664.064641	55.28035135	13024.78894	11895.39819	14946.57694	4060.116957	2437.781072	4480.885805
ATP_label10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDP_label0	2662451.864	2683067.106	2829501.627	3658703.167	4549519.711	4784405.574	3863879.502	5898599.122	5307527.486	6551835	5550428.022	5605290.875	867616.8028	758565.5829	896672.731	2235716.774	1963869.99	2405031.201	2410044.791	2805595.266	2285237.897	2828046.707	1820587.648	2350845.524	63017.12372	66371.52718	63454.50728	1967242.336	1686530.32	1396347.27	1895436.817	2171874.342	2129286.56	1223727.403	831078.1945	802549.6742
CDP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDP_label2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDP_label3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDP_label4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2826.161937	0	3824.366386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDP_label5	0	0	0	0	0	0	0	0	0	0	0	0	47394.22536	42419.88685	34793.04257	118954.1319	97142.80976	121710.7424	87168.90218	104272.948	76870.6849	148402.2683	86044.42587	122381.3444	15333.35164	16555.13385	15649.08024	63283.50842	53019.82829	48883.91424	49411.65918	50702.06001	52510.13612	44572.05736	35048.29257	29227.14757
CDP_label6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25475.17034	22205.67456	22738.46059	22769.80994	26163.55721	17479.29954	25385.66391	17850.17032	20389.19349	0	0	0	15394.89232	13007.38471	10417.58838	13617.84583	14190.80976	12284.54612	0	0	0
CDP_label7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290103.1056	256028.6686	324831.5804	292824.982	380413.786	260405.412	359301.0161	182498.4148	261588.8332	0	0	0	150199.4691	124209.4151	112975.2374	134219.2063	150789.8964	170293.2207	81099.65162	64056.11257	57432.85182
CDP_label8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109187.3827	94515.12474	119494.2077	115366.1665	145601.7689	107050.0536	120542.6558	67704.50671	92630.1573	0	0	0	63288.06844	49853.71184	48488.80512	60619.20574	67997.37417	68819.22247	34791.9242	23621.50397	25138.10448
CDP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMP_label0	1796741.187	1468377.458	1641099.636	2104346.331	1898991.26	1937059.749	1875391.734	1931424.95	1701137.755	1588208.87	2032859.354	1624673.181	361649.7837	326256.6021	336613.1459	1072793.512	587966.0884	607384.184	474887.145	706138.1507	534232.9519	754741.1153	662176.4156	729579.9123	0	0	0	1551552.322	1333637.651	1516903.21	987201.5828	1123671.974	939952.356	1355382.944	720639.0208	774100.527
CMP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMP_label2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMP_label3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMP_label4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMP_label5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40250.87929	33426.99119	27669.56494	16571.58755	29075.37642	14194.845	38562.19384	23997.49177	29356.35007	0	0	0	56417.01249	48848.23711	52053.36103	20515.36368	29196.60527	25717.8613	49889.21028	30835.53259	30486.79723
CMP_label6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8819.944342	6875.582029	8540.214122	0	0	0	0	0	0
CMP_label7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100308.7761	69619.41398	68965.61806	63108.54046	84862.45094	51478.54909	74996.8526	59635.17911	64611.32382	0	0	0	128192.5422	111924.4242	114614.9903	86662.8604	92586.04989	95032.55365	95673.4106	64207.30432	60416.85597
CMP_label8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47696.63317	25858.58434	26942.71205	26925.94006	30917.6886	25644.36439	27608.0871	18076.48138	16899.86349	0	0	0	61476.86657	46915.31356	51012.32907	35170.6956	43597.52675	30734.33658	36782.05805	23302.26722	23428.76125
CMP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTP_label0	2559034.123	2403170.411	2643374.214	11009149.04	9279476.88	9927517.248	8674169.544	9954471.841	9239223.059	12730795.07	9523259.758	12601976.48	372802.2169	481281.9527	408404.4759	7471322.728	5103831.891	5083365.35	5679326.404	4341847.16	6305894.886	7945098.805	5829823.837	7193611.444	247532.498	134798.5378	147421.5002	3955475.089	3557755.468	3176677.82	3611416.69	5278695.651	5350099.426	2274396.788	1981709.543	2016225.114
CTP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTP_label2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTP_label3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTP_label4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19274.01577	11147.44144	12104.97153	10897.40889	6926.795134	12752.83034	17908.89756	11770.71984	15270.46759	0	0	0	0	0	0	0	0	0	0	0	0
CTP_label5	0	0	0	0	0	0	0	0	0	0	0	0	22086.37757	28636.99459	23230.12906	489687.1049	305459.3266	298296.8283	227529.4002	170850.5103	252576.1207	550952.3919	322225.7238	445704.8427	37148.3458	45123.7466	49256.27573	138485.2891	115630.4063	108239.9341	97620.44464	142130.8292	146977.3174	77976.88369	69395.55254	76548.23858
CTP_label6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85376.39825	55686.87115	57427.40206	58643.34434	40070.8826	58695.84778	82799.03548	60696.99642	71279.57116	0	0	0	30831.89596	26815.20767	23161.79232	24614.56301	36808.98402	39135.85498	12766.32784	13698.87236	15131.05822
CTP_label7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342466.718	858189.1445	850004.6646	874317.424	658610.1498	969951.8351	1328491.751	802634.2395	1100083.463	0	0	0	345773.4934	281361.2768	259820.9824	310166.4917	492573.8717	522413.1895	149363.1502	137189.8378	145525.3803
CTP_label8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484525.4007	295847.4165	298417.8327	324951.1952	242917.6316	350240.3984	429739.0248	255666.7087	346503.7777	0	0	0	131735.2852	116317.9231	104858.5498	125170.1188	189592.9837	201978.2378	61855.87728	55172.52942	58004.9804
CTP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDP_label0	11499562.02	12605496.21	13455564.71	8802274.304	9244967.622	9459589.601	5283199.051	8319660.335	9094400.104	12976178.65	9596867.453	11882801.16	4667034.011	4852442.486	5104867.803	3535320.944	2693122.195	3332523.695	2876392.322	3151622.114	3599737.852	3781944.076	2459135.228	3353615.18	248770.2428	255295.1454	230677.3447	3760446.13	2948936.679	2488441.946	3495515.629	4620023.741	4150159.478	3641614.755	2695725.766	2167769.54
GDP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDP_label2	0	0	0	0	0	0	0	0	0	0	0	0	40731.96615	36030.03089	28982.95196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDP_label3	0	0	0	0	231.6738731	6487.940898	0	3041.039048	0	3280.76233	0	0	153667.7225	156071.0444	160492.327	15161.24076	11686.60161	16641.58491	12667.80041	11113.91494	13484.25913	20131.77774	12707.04904	18848.43293	0	0	0	15777.62825	14130.22807	9936.490063	29226.71658	36570.98604	32108.84341	19787.7205	15637.74816	10927.86402
GDP_label4	0	0	0	0	0	0	0	0	0	0	0	0	165228.7282	146045.5608	151746.3881	147748.6866	117848.1387	145209.8197	87640.84148	96663.19849	115363.8622	184440.8251	123494.134	166142.3329	13009.19527	13121.16939	9757.457033	229051.0309	164837.4197	149282.138	217561.7907	312782.4592	277888.9226	189289.8614	134368.0918	104429.5941
GDP_label5	105971.5743	117694.175	138881.2378	313949.6391	359309.6075	350032.4888	211100.7503	387753.5347	422956.3912	537458.9848	368273.7491	528949.7938	4069258.235	3928437.499	4019313.487	5359634.521	3994605.075	5076445.299	3226825.273	3488621.178	3935092.26	6469504.622	4482500.754	5904672.121	275480.1742	265112.2948	263600.134	7222814.842	5537435.341	4820936.387	6492778.621	8471246.974	7994088.865	5753166.211	4235447.587	3656055.486
GDP_label6	0	0	0	7587.460999	14265.94048	10255.46326	7123.57744	10171.42807	4391.256664	23241.96995	20199.43574	20016.7107	0	0	0	662930.8453	460725.0348	587743.5892	355818.8979	369251.8857	494008.5397	786544.0862	432101.4137	665701.7616	0	0	0	578947.9153	379179.3984	302692.935	599555.3969	851460.4313	795473.5942	407503.8602	278322.0127	203989.6766
GDP_label7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168850.4067	123092.7414	150033.8398	91284.06828	94303.58345	122083.9458	202249.3151	88070.66869	168436.2197	0	0	0	130206.4928	83483.13395	56838.84786	144342.4276	230729.7428	213634.5143	73093.69845	63829.87993	40325.22037
GDP_label8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59385.20438	47664.9378	50889.30387	43065.3106	43717.52394	61611.67902	64718.14003	45485.26356	61533.9082	0	0	0	58067.1054	45259.34288	39150.99269	79511.88794	101235.307	96518.77131	43507.0672	35831.82135	29979.25112
GDP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDP_label10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMP_label0	3368210.869	3276096.126	3115935.634	1025164.39	963517.4085	1258213.143	678421.4843	901420.9195	1122563.195	1190222.166	945916.6493	894268.9493	6024586.628	7456428.06	8346315.642	391382.9273	254251.6163	422926.5069	299085.7159	535195.0999	282155.3565	414130.9146	273890.2303	311422.6571	2188316.758	2400297.29	2520108.655	720586.0001	601416.571	549197.1747	617991.2587	664380.1137	616623.8121	2594413.783	2615679.949	1872319.126
GMP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMP_label2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMP_label3	0	0	0	0	0	0	0	0	0	0	0	0	146745.424	156567.197	152310.2778	0	0	0	0	0	0	0	0	0	15010.6052	15518.72403	17330.45278	0	0	0	0	0	0	0	0	0
GMP_label4	0	0	0	0	0	0	0	0	0	0	0	0	149030.7767	131172.9617	140862.8601	11993.58563	8843.49158	16879.90938	8955.486574	14057.58279	7592.563597	14317.99257	6732.384925	11070.70501	23376.90568	24154.94279	24739.33175	35745.05371	33257.52934	30513.38265	34116.01194	37520.55577	36399.80772	77308.52777	60958.79909	46608.41772
GMP_label5	17909.31157	15422.12797	15391.04067	15679.58418	20288.41574	23658.8149	20946.52909	31685.14803	27898.09992	23091.76765	22657.49754	22886.31044	3887118.421	3586200.99	3588243.251	521715.5958	336080.3616	654553.7532	316592.9808	627452.2148	260862.4092	624652.9214	365245.5532	492349.9578	560609.2606	660760.9323	643657.6503	1395323.367	1287310.084	1209384.534	1273133.772	1375553.11	1371559.527	2518068.491	2246028.201	1658121.455
GMP_label6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30358.60378	25080.89579	35940.36798	26543.93634	48012.70455	21433.38091	38150.79766	20345.15121	32194.70847	0	0	0	21336.95099	28844.76962	32524.59017	40561.15368	46376.37378	51512.08659	131288.2838	128748.079	79124.10086
GMP_label7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMP_label8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMP_label10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTP_label0	6758794.74	6372931.298	7673830.794	12399314.41	8434826.263	8737393.872	5512334.784	6261972.193	7226881.364	14190721.79	8084544.405	13437577.5	1035537.934	1582874.72	1239903.586	4201465.761	1729537.207	1794092.038	1676345.272	1102548.733	2256978.6	3356444.178	1938700.31	2874188.678	105457.5103	74579.63659	52263.40406	1745366.776	960491.6013	983279.5554	1323706.232	3094912.013	2382526.137	1551163.26	963431.6682	729922.6521
GTP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTP_label2	0	0	0	0	0	0	0	0	0	0	0	0	6271.60661	8656.623943	4345.930998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTP_label3	0	0	0	0	0	0	0	0	0	0	0	0	36935.16931	48373.59497	34935.19422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTP_label4	0	0	0	13922.40107	9049.86896	8257.759482	0	0	0	17996.61584	5031.999111	17062.34141	38370.96034	53697.0407	42130.06427	169059.8434	70725.93719	77827.33163	53340.66803	36908.93439	67936.47888	166874.2257	100817.2701	142915.9406	5737.010275	0	0	101742.3039	60562.68149	62173.5808	90368.54129	196336.4329	156272.7373	78306.04647	53918.22177	44722.14067
GTP_label5	41433.32208	34831.91657	60161.12748	425540.5333	275295.1407	275012.5192	195708.6359	234714.7454	269479.5033	498944.8885	237638.8365	524790.5798	959100.0386	1387174.805	970647.7121	6548795.468	2782073.874	2972858.785	1929952.51	1325818.445	2557762.896	6020287.695	3905441.377	5259799.496	223720.5376	133657.7176	123588.1713	3611307.011	2188488.201	2214938.16	2871917.415	5952452.937	4853189.479	2694173.394	1725896.407	1533200.763
GTP_label6	0	0	0	7582.866908	4884.376813	9171.912255	5667.09263	6884.116177	0	25194.70478	18370.0417	19707.16279	0	0	0	683935.7446	189448.0329	182908.633	137256.2072	87555.59221	192041.6277	557359.4272	220146.9737	445445.9018	5114.207263	0	0	111887.6701	62207.99271	49903.94562	127225.457	356574.0824	278327.3221	66217.44217	66939.94212	54833.51953
GTP_label7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171898.6028	59847.51587	51803.91891	50336.99417	26049.51405	55816.99965	137116.4133	57188.12794	100477.2629	0	0	0	33022.946	16651.82241	18768.93516	38058.73981	75805.58203	74121.95702	23152.09578	5494.922293	8320.431412
GTP_label8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62986.90596	30965.56731	36920.00384	26330.51234	13333.23814	41544.64604	56768.55539	37504.76442	46485.11815	0	0	0	26191.70891	13368.97606	13650.68144	31843.71453	72292.3935	54983.91931	16468.52849	14545.72868	14827.56618
GTP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTP_label10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDP_label0	10945703.54	12075152.89	12487810.2	17738999.25	20258162.45	21488063.49	16505309.85	22929224.1	23025052.52	28256256.31	21474161.29	23918136.98	2352436.034	2339589.16	2207312.704	8751096.309	7995093.075	8758088.898	9026478.843	9962856.234	10526259.55	10793785.03	8036080.096	9778160.546	389536.5417	430767.243	363716.4793	4512846.288	3811937.48	3858501.05	4914517.87	5944327.734	5704597.434	3098565.702	2348316.809	2209327.359
UDP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDP_label2	79157.5545	117999.7556	156515.9405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1370.617056	0	1057.306706	0	0	0	0	0	0	0	0	0
UDP_label3	59479.93883	64440.71216	73664.9217	20544.6512	34452.57256	28530.75781	0	0	0	36943.58775	30521.90441	35640.1554	44215.34463	40329.96184	42422.23862	43224.27853	41143.60131	42709.43092	23217.23995	26201.41274	29256.46696	38086.37246	26298.63799	39389.09007	13984.77109	16395.26124	14287.0671	20148.38981	17382.87031	17810.99823	10172.982	9000.178733	9120.214904	14338.68488	10440.35239	10069.16155
UDP_label4	46083.93278	50360.66006	56509.80761	22500.88887	25127.19412	25483.88675	9917.039353	13182.53266	14906.67777	45430.9224	32833.82391	37206.70598	76702.42551	70250.32214	63265.54561	125149.1629	123796.094	128371.4985	93771.3393	105155.0243	100947.2441	141917.1564	101491.2188	128888.4301	38891.34076	41766.28937	41593.90616	47569.71165	42195.28261	43177.07653	43087.36506	49518.33381	50446.91941	29766.56293	26594.27453	21668.41542
UDP_label5	453762.4274	535860.7154	623554.1288	573736.6815	730933.5752	781283.565	315581.433	512673.4788	471215.7025	1322122.403	964708.2202	1150774.662	1745914.326	1704653.486	1532884.542	4653563.201	4351388.195	4754754.95	3128558.954	3529374.615	3496975.225	5277785.051	3652007.909	4589470.513	1155838.867	1228834.67	1241963.921	1657333.1	1330594.413	1378630.348	1238579.46	1494723.245	1516359.419	985938.9216	727956.1831	667394.9291
UDP_label6	2173.359063	1845.758769	1369.958363	39416.39887	44700.42112	53865.32106	21721.03923	35241.97199	32838.73264	64550.62626	60538.44654	72019.29491	0	0	0	774927.6673	774837.5878	847893.0588	661410.068	742001.8042	776815.6049	775136.5537	512788.0895	686220.4721	0	0	0	238662.7135	182546.5072	182891.4168	251340.0552	299013.9709	285431.4291	93790.95788	74169.29108	72399.67693
UDP_label7	32790.27882	40181.30997	42935.73685	480092.1692	646545.4959	714974.3461	260735.0198	469928.0353	405676.0904	921257.3712	725455.5956	824816.3891	90194.06526	73204.11366	57871.49425	8642193.246	8184232.418	8851394.831	8262628.864	9559298.592	9127116.848	9235999.325	6334586.036	7957577.039	0	0	0	3184250.285	2541798.36	2624554.112	3319203.013	4013457.505	4058652.507	1771287.992	1383024.619	1304278.586
UDP_label8	17735.71759	20003.75115	23200.65159	220105.1583	301929.2528	338041.2244	119362.7491	215760.9261	186942.6704	370847.9914	276349.1267	335587.1805	67847.13697	57337.86527	46379.87892	3949469.688	3723111.105	4088706.296	4100946.446	4717524.887	4507951.725	4079647.592	2790375.966	3523308.87	13795.61408	11692.7946	10403.15448	1466171.241	1154950.476	1195078.283	1662580.781	1956021.42	1991856.437	700809.1254	524805.4398	505899.1979
UDP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UMP_label0	22260300.95	22041812.47	23781050.21	28673512.42	27391998.65	27243938.64	26471828.06	31354216.79	30929947.71	31503606.09	27408906.63	30562157	10372872.76	12442516.1	11884542.32	10092857.54	7472639.169	7252655.5	9825932.543	10356320.85	11825635.8	10474613.73	8320051.111	9434598.5	2816563.507	3094979.387	3298921.859	5291514.37	4483623.22	4514357.835	5846878.954	7790863.817	7028887.81	4909290.262	3703942.253	3539641.337
UMP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UMP_label2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UMP_label3	0	0	0	0	0	0	0	0	0	0	0	0	65206.37354	79602.01351	66836.9321	45292.19686	34155.08191	32644.94682	24743.0988	26785.93993	30982.54508	38755.08642	28303.15309	34930.73591	31123.23732	31773.02449	34382.59584	14223.90274	14300.77572	13131.35394	8292.276082	13929.32566	14163.85846	14251.26202	10771.7066	9071.07422
UMP_label4	13479.54323	14580.39116	18965.44077	8137.574403	8002.531126	7460.183785	0	0	0	9320.631829	3999.049073	10752.9742	122439.1732	136346.5235	129599.3541	148899.2558	113794.5688	104801.6639	104279.4509	114309.6962	119745.7513	139349.2975	104401.1603	123621.47	77420.44603	87626.94747	89156.80369	56977.92078	46663.30529	46976.96909	49196.45103	67889.79634	62070.95269	49982.70129	35997.79659	37101.09014
UMP_label5	131350.5781	135998.1745	154032.7037	176272.0407	186757.4143	184696.5524	97554.74708	135478.1735	121738.844	253037.9362	243457.1142	276022.5664	2012705.461	2141400.902	1964687.518	5190696.222	3892543.973	3801695.761	3336978.494	3615135.339	3932044.739	5028420.313	3619071.458	4336630.279	1929775.978	2044609.167	2073051.152	1930093.837	1564902.939	1622523.524	1466045.707	2033420.512	1905501.998	1586441.78	1136861.258	1126736.521
UMP_label6	0	0	1051.786882	21211.0163	20814.63941	19208.3288	8469.781661	11072.4571	11414.42496	21857.83084	16867.45974	20663.11573	183783.4997	219297.3914	217804.8985	938686.0928	648974.0373	603300.3295	687199.6257	730422.1097	876455.3639	766423.5776	515293.7505	632393.0845	0	0	0	288253.8344	219108.2458	223213.8835	300307.124	428415.863	390771.9399	183458.5392	125988.6281	124277.9325
UMP_label7	8995.848514	8548.155709	10531.95149	160911.5657	163098.8281	171818.9854	81762.09217	118250.0688	103839.7996	209488.1217	192644.1979	219491.925	959710.4848	976372.5458	929602.5413	9992123.995	7657497.326	7343597.81	9003578.95	10104170.15	10470692.15	9080582.032	6589559.588	7830447.677	110534.7475	72871.1046	62848.49651	3903928.251	3171564.254	3260455.706	4129333.841	5556997.376	5288935.417	3000906.25	2211714.082	2178018.792
